"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2017","2017",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2018","2018",0,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2003","2003",1.31,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2004","2004",0.88,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2005","2005",1.34,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2006","2006",1.8,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2007","2007",1.82,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2008","2008",2.76,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2009","2009",1.87,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2010","2010",2.86,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2011","2011",2.91,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2012","2012",2.95,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2013","2013",2.98,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2014","2014",3.01,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2015","2015",3.03,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2016","2016",3.06,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","LVA","Latvia","2017","2017",3.6,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2000","2000",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2001","2001",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2002","2002",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2003","2003",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2004","2004",0.3,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2005","2005",0.3,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2006","2006",1.83,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2007","2007",2.17,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2008","2008",2.19,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2009","2009",2.85,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2010","2010",2.26,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2011","2011",2.97,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2012","2012",5.02,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2013","2013",5.41,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2014","2014",5.46,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2015","2015",5.16,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2016","2016",6.28,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","LTU","Lithuania","2017","2017",6.36,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2000","2000",23,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2001","2001",25,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2002","2002",30,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2003","2003",31,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2004","2004",39,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2005","2005",40,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2006","2006",42,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2007","2007",34,"B","Break"
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2008","2008",44,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2009","2009",51,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2010","2010",58,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2011","2011",61,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2012","2012",71,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2013","2013",70,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2014","2014",65,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2015","2015",61,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2016","2016",66,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2017","2017",66,,
"IPINSCAN","Computed Tomography scanners, total","NOMBRENB","Number","LTU","Lithuania","2018","2018",68,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2000","2000",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2001","2001",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2002","2002",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2003","2003",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2004","2004",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2005","2005",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2006","2006",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2007","2007",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2008","2008",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2009","2009",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2010","2010",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2011","2011",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2012","2012",0.33,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2013","2013",0.34,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2014","2014",0.68,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2015","2015",0.69,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2016","2016",0.7,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2017","2017",0.71,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2018","2018",0.71,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2000","2000",6.57,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2001","2001",7.2,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2002","2002",8.71,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2003","2003",9.08,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2004","2004",11.55,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2005","2005",12.04,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2006","2006",12.84,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2007","2007",10.52,"B","Break"
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2008","2008",13.76,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2009","2009",16.12,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2010","2010",18.73,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2011","2011",20.14,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2012","2012",23.76,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2013","2013",23.67,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2014","2014",22.17,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2015","2015",21,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2016","2016",23.01,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2017","2017",23.33,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","LTU","Lithuania","2018","2018",24.21,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2003","2003",0.87,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2004","2004",0.88,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2005","2005",1.34,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2006","2006",2.25,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2007","2007",2.73,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2008","2008",4.13,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2009","2009",3.74,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2010","2010",3.81,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2011","2011",4.37,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2012","2012",4.42,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2013","2013",4.97,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2014","2014",5.52,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2015","2015",5.06,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2016","2016",5.1,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","LVA","Latvia","2017","2017",4.63,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2000","2000",0.29,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2001","2001",0.86,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2002","2002",0.87,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2003","2003",0.88,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2004","2004",1.18,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2005","2005",1.5,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2006","2006",3.06,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2007","2007",3.4,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2008","2008",4.38,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2009","2009",5.37,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2010","2010",4.84,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2011","2011",5.94,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2012","2012",10.04,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2013","2013",10.48,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2014","2014",10.57,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2015","2015",11.02,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2016","2016",12.2,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","LTU","Lithuania","2017","2017",12.37,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2000","2000",33,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2001","2001",33,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2002","2002",33,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2003","2003",27,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2004","2004",28,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2005","2005",33,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2006","2006",33,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2007","2007",33,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2008","2008",35,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2009","2009",38,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2010","2010",43,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2011","2011",48,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2012","2012",46,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2013","2013",47,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2014","2014",46,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2015","2015",50,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2016","2016",49,,
"IPINMAMO","Mammographs, total","NOMBRENB","Number","LVA","Latvia","2017","2017",51,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2003","2003",3,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2004","2004",2,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2005","2005",3,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2006","2006",4,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2007","2007",4,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2008","2008",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2009","2009",4,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2010","2010",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2011","2011",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2012","2012",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2013","2013",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2014","2014",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2015","2015",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2016","2016",6,,
"IPINGAMA","Gamma cameras, total","NOMBRENB","Number","LVA","Latvia","2017","2017",7,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2003","2003",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2004","2004",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2005","2005",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2006","2006",0.45,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2007","2007",0.45,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2008","2008",0.46,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2009","2009",0.47,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2010","2010",0.48,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2011","2011",0.49,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2012","2012",0.49,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2013","2013",0.5,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2014","2014",0.5,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2015","2015",0.51,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2016","2016",0.51,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2017","2017",0.51,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2000","2000",23,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2001","2001",25,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2002","2002",30,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2003","2003",31,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2004","2004",39,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2005","2005",38,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2006","2006",40,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2007","2007",31,"B","Break"
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2008","2008",39,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2009","2009",44,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2010","2010",52,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2011","2011",52,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2012","2012",57,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2013","2013",56,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2014","2014",55,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2015","2015",49,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2016","2016",52,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2017","2017",52,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NOMBRENB","Number","LTU","Lithuania","2018","2018",54,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2000","2000",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2001","2001",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2002","2002",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2003","2003",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2004","2004",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2005","2005",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2006","2006",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2007","2007",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2008","2008",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2009","2009",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2010","2010",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2011","2011",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2012","2012",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2013","2013",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2014","2014",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2015","2015",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2016","2016",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NOMBRENB","Number","LVA","Latvia","2017","2017",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2003","2003",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2004","2004",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2005","2005",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2006","2006",0.45,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2007","2007",0.45,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2008","2008",0.46,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2009","2009",0.47,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2010","2010",0.48,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2011","2011",0.49,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2012","2012",0.49,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2013","2013",0.5,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2014","2014",0.5,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2015","2015",0.51,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2016","2016",0.51,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","LVA","Latvia","2017","2017",0.51,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2000","2000",3.71,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2001","2001",3.46,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2002","2002",3.49,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2003","2003",3.22,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2004","2004",2.96,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2005","2005",3.31,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2006","2006",3.67,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2007","2007",4.64,"B","Break"
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2008","2008",6.88,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2009","2009",5.37,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2010","2010",7.75,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2011","2011",7.6,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2012","2012",7.03,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2013","2013",7.44,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2014","2014",7.16,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","LTU","Lithuania","2015","2015",7.57,,
